issue_date,issue_time,marked_time,color,location,agency,violation_code,violation_description,fine_amount,latitude,longitude,agency_description,issue_year
2019-06-06,149.0,,GY,4057 WALL ST,55.0,22500F,PARKED ON SIDEWALK,68.0,99999.0,99999.0,,2019.0
2019-03-14,859.0,,BK,12587 SUTTON ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-04-08,1704.0,,GY,8300 LINDLEY AVE,53.0,80.61,STANDNG IN ALLEY,68.0,6402250.101881,1903174.714417,,2019.0
2019-05-17,113.0,,GY,10938 STRATHMORE DR W,51.0,80.58.1,CARSHARE PARKING,163.0,6425463.821233001,1847172.091589,,2019.0
2019-09-10,1035.0,,BK,3322 MANITOU AVE,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6499229.146796,1848643.321356,,2019.0
2019-03-29,1437.0,,BK,10761 SARAH ST,53.0,80.58L,PREFERENTIAL PARKING,68.0,6451139.741954,1878604.574518,,2019.0
2019-02-09,1203.0,,GY,1525 ROSALIA ROAD,54.0,80.58L,PREFERENTIAL PARKING,68.0,6475012.589124,1858391.717583,,2019.0
2019-07-23,1323.0,,RD,6953 CALHOUN AVE,53.0,80.69.2,COMM VEH OVER TIME LIMIT,133.0,99999.0,99999.0,,2019.0
2019-06-15,2055.0,,GY,SIERRA BONITA S/O WA,1.0,5200A,DSPLYPLATE A,25.0,99999.0,99999.0,,2019.0
2019-05-23,1347.0,,BK,4000 BK 5TH ST W,54.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0,,2019.0
2019-02-15,2242.0,,GY,661 MARIPOSA AVE S,54.0,80.56E4+,RED ZONE,93.0,6471048.53522,1845161.921344,,2019.0
2019-05-01,813.0,,SL,5057 AMBROSE AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470854.2332190005,1862024.373029,,2019.0
2019-10-21,1118.0,,BK,118 LAKE ST S,54.0,5204A-,DISPLAY OF TABS,25.0,6479454.775546,1846848.648845,54 - DOT - HOLLYWOOD,2019.0
2019-09-06,832.0,,GY,2020 LINNINGTON AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6433392.233571,1841783.228947,,2019.0
2019-03-29,1100.0,,GY,1091 GAYLEY AV,51.0,88.13B+,METER EXP.,63.0,6426399.552724,1844650.621016,,2019.0
2019-03-25,2110.0,,BK,1641 N IVAR AVE,54.0,80.69B,NO PARKING,73.0,6462322.362182,1859127.202224,,2019.0
2019-02-25,1216.0,1000.0,WT,3400 SEPULVEDA BLVD,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6433257.05251,1830368.292314,,2019.0
2019-03-17,144.0,,GY,1480 E 51ST ST,55.0,5204A,EXPIRED TAGS,25.0,6486438.106954,1821250.397712,,2019.0
2019-11-12,1020.0,,GY,6244 W BANNER AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6463137.531691001,1855894.257606,54 - DOT - HOLLYWOOD,2019.0
2019-02-01,1438.0,1115.0,GY,100 LAPEER DR N,54.0,80.69C,PARKED OVER TIME LIMIT,58.0,6444535.823928,1850005.930499,,2019.0
2019-04-03,1100.0,,WT,600 BLK VIRGIL AVE N,54.0,80.56E1,WHITE ZONE,58.0,99999.0,99999.0,,2019.0
2019-02-06,2300.0,,BK,701 SPRING ST,56.0,5200,DISPLAY OF PLATES,25.0,6489617.434651,1844243.635151,,2019.0
2019-04-18,1605.0,,GY,611 LILLIAN WAY,54.0,5204A-,DISPLAY OF TABS,25.0,6462233.133481,1852334.76794,,2019.0
2019-04-12,1306.0,,WT,5500 HOLLYWOOD BL W,54.0,88.13B+,METER EXP.,63.0,6468043.605791001,1859548.794642,,2019.0
2019-05-09,1106.0,,WT,404 DETROIT ST N,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457147.715876999,1846887.067971,,2019.0
2019-07-24,1232.0,,WT,10900 CHARNOCK ROAD W,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6435974.060172,1829870.393996,,2019.0
2019-04-25,1342.0,,GY,700 BURNSIDE AV,51.0,88.13B+,METER EXP.,63.0,6455838.119003,1845229.918832,,2019.0
2019-03-27,206.0,,GY,100 APX OLYMPIC BLVD W,56.0,80.69B,NO PARKING,73.0,99999.0,99999.0,,2019.0
2019-06-24,1106.0,,BK,2649 BEDFORD ST,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6445215.129554,1836056.671226,,2019.0
2019-04-19,1620.0,,BK,10585 PICO BLVD W,51.0,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,6433972.182212001,1838566.473229,,2019.0
2019-07-05,1639.0,,WT,3101 VIA DOLCE,51.0,88.13B+,METER EXP.,63.0,6421153.962982,1815809.430115,,2019.0
2019-03-28,1033.0,,BK,11141 CAMARILLO ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6448630.022425,1879961.779748,,2019.0
2019-02-08,14.0,,WT,714 DETROIT ST N,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457156.188201,1853026.383066,,2019.0
2019-01-08,842.0,,GY,3070 4TH ST,54.0,5204A-,DISPLAY OF TABS,25.0,6474969.342886,1846769.981693,,2019.0
2019-05-08,1411.0,,GY,4301 TUJUNGA AV,53.0,88.13B+,METER EXP.,63.0,6447001.322123,1876409.077638,,2019.0
2019-05-08,1146.0,1027.0,WT,9368 ZELZAH AVE,53.0,80.69C,PARKED OVER TIME LIMIT,58.0,6403532.327298,1910211.29582,,2019.0
2019-03-18,2007.0,,BK,600 BROADWAY ST,56.0,80.56E1,WHITE ZONE,58.0,6485318.078745,1839454.000265,,2019.0
2019-04-17,2124.0,,BL,4532 17TH ST W,51.0,22500E,BLOCKING DRIVEWAY,68.0,6459704.360222,1838428.000762,,2019.0
2019-08-11,1838.0,,BL,8251 TEESDALE AVE,53.0,22502A,18 IN. CURB/2 WAY,63.0,99999.0,99999.0,,2019.0
2019-05-17,827.0,,TN,25215 S BROADWELL AVE,55.0,80.69B,NO PARKING,73.0,99999.0,99999.0,,2019.0
2019-04-05,848.0,,BK,4900 CLINTON ST,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6467941.303146,1852245.499993,,2019.0
2019-02-22,207.0,,SL,710 MAIN ST S,56.0,80.69B,NO PARKING,73.0,6485464.199816001,1838414.872462,,2019.0
2019-12-26,1026.0,,RD,9433 BURNET AVE,53.0,22514,FIRE HYDRANT,68.0,6421686.719022,1910632.175208,53 - DOT - VALLEY,2019.0
2019-03-08,1012.0,,GO,2401 BLK BELLEVUE AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-09-17,1445.0,,WH,POLA HS 250 W 5TH ST,3.0,,,93.0,99999.0,99999.0,VALLEY,2019.0
2019-03-18,1227.0,,BK,6901 CLINTON ST,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6458231.736822,1852352.730237,,2019.0
2019-06-30,140.0,,BK,6621 PACIFIC AVE,51.0,80.69B,NO PARKING,73.0,6424737.51398,1808160.947728,,2019.0
2019-07-01,1405.0,,BL,933 LA BREA AVE N,54.0,80.56E2,YELLOW ZONE,58.0,6457492.153402,1854465.014424,,2019.0
2019-03-15,843.0,,BK,10646 WHIPPLE ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6452089.287104,1876402.975971,,2019.0
2019-04-19,1454.0,,BL,718 CROFT AVE N,54.0,80.58L,PREFERENTIAL PARKING,68.0,6448355.118225,1853139.565773,,2019.0
2019-05-23,1458.0,,GY,1926 HOBART BLVD N,54.0,5204A-,DISPLAY OF TABS,25.0,6469025.0872680005,1861008.548788,,2019.0
2019-02-28,1918.0,,GY,524 EDINBURGH AVE N,54.0,80.58L,PREFERENTIAL PARKING,68.0,6451527.249376,1851877.071564,,2019.0
2019-03-19,1356.0,,WT,6325 COMMODORE SLOAT DR,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6450197.58859,1844468.7393310005,,2019.0
2019-07-02,829.0,,BK,400 KINGS ROAD N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6448980.627603,1851029.602758,,2019.0
2019-05-14,1403.0,,SL,11223 VENICE BLVD,51.0,22500F,PARKED ON SIDEWALK,68.0,6435006.50797,1827248.409475,,2019.0
2019-06-26,137.0,,BK,15311 VANOWEN ST,53.0,22514,FIRE HYDRANT,68.0,6420625.180927,1893279.372124,,2019.0
2019-02-27,1136.0,,RD,327 WINSTON ST,56.0,80.56E2,YELLOW ZONE,58.0,6487528.346821,1838990.16267,,2019.0
2019-06-19,1735.0,,SL,7001 HAWTHORN AV,54.0,5204A-,DISPLAY OF TABS,25.0,6458312.39214,1859071.165548,,2019.0
2019-07-12,1220.0,,BL,5600 2ND ST W,54.0,80.69B,NO PARKING,73.0,6458135.977863,1848413.972737,,2019.0
2019-07-10,1149.0,,WT,1050 WALL ST S,56.0,80.61,STANDNG IN ALLEY,68.0,6484814.273068,1835967.339919,,2019.0
2019-09-24,435.0,,GY,9048 BRADLEY,1.0,8069AP,NO STOP/STAND PM,93.0,99999.0,99999.0,WESTERN,2019.0
2019-01-28,329.0,,GY,1742 WESTMORELAND BLVD,55.0,80.54H1,OVNIGHT PRK W/OUT PE,68.0,6468799.7095,1837752.618045,,2019.0
2019-03-27,1101.0,,WT,2001 MARENGO ST,56.0,88.13B+,METER EXP.,63.0,6498556.7592980005,1843205.17951,,2019.0
2019-05-31,1751.0,,WT,400 6TH ST W,55.0,88.13B+,METER EXP.,63.0,6484992.46015,1839708.469326,,2019.0
2019-01-01,1144.0,,SL,1721 SYCAMORE AVE N,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457730.885947,1860210.641448,,2019.0
2019-07-02,1053.0,,WT,1919 BEACHWOOD DR,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6464327.135086,1861220.661948,,2019.0
2019-02-20,333.0,,GY,7200BLK WARING AVE,54.0,5204A-,DISPLAY OF TABS,25.0,6456833.11211118,1853594.84707779,,2019.0
2019-08-18,1813.0,,BK,1200 4TH ST W,56.0,80.69B,NO PARKING,73.0,6483404.88059,1842804.016838,,2019.0
2019-05-08,2021.0,,BK,1325 LAVETA TER,56.0,80.58L,PREFERENTIAL PARKING,68.0,6484254.164636,1850385.456165,,2019.0
2019-08-07,331.0,,GY,11625 SHERMAN WAY,53.0,5204A-,DISPLAY OF TABS,25.0,6445129.586207,1895824.962049,,2019.0
2019-07-01,1036.0,,BK,14400 HAYNES ST,53.0,88.13B+,METER EXP.,63.0,6426629.0220180005,1891712.062948,,2019.0
2019-02-26,721.0,,BK,801 NORMANDIE AVE N,54.0,80.69AP+,NO STOP/STANDING,93.0,6470691.819825,1853335.189938,,2019.0
2019-05-20,737.0,,GY,419 PICO BLVD W,56.0,80.69AA+,NO STOP/STAND,93.0,6481524.397557,1836678.938753,,2019.0
2019-01-07,58.0,,MR,4021 ROSEWOOD AVE,54.0,80.56E1,WHITE ZONE,58.0,6472624.603473,1851277.690188,,2019.0
2019-02-15,834.0,,GY,3000 LONDON ST W,54.0,80.56E4+,RED ZONE,93.0,6477522.829162001,1850463.493944,,2019.0
2019-01-13,1853.0,,GY,1143 EDGEMONT ST N,54.0,80.58L,PREFERENTIAL PARKING,68.0,6472023.121115,1855976.370114,,2019.0
2019-06-10,1258.0,,GY,122 MILDRED AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6418942.586491,1817860.933268,,2019.0
2019-08-26,1212.0,,SL,5180 DON PIO DR,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6378784.205705,1882582.466132,,2019.0
2019-03-09,2021.0,,BK,1762 LAS PALMAS AV N,54.0,80.58L,PREFERENTIAL PARKING,68.0,6459906.432376,1860192.036888,,2019.0
2019-05-14,912.0,,BL,1647 SHENANDOAH ST,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6445859.12812,1840543.02518,,2019.0
2019-09-03,1102.0,,GY,4500 W AMBROSE AV,54.0,88.13B+,METER EXP.,63.0,6474661.402306,1862522.39657,,2019.0
2019-07-05,1239.0,,WT,10800 WEYBURN AV,51.0,88.13B+,METER EXP.,63.0,6428276.852487001,1845112.570393,,2019.0
2019-09-24,825.0,,GY,709 W 103RD ST,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0,WESTERN,2019.0
2019-03-26,609.0,,BK,700 JACKSON ST,56.0,88.13B+,METER EXP.,63.0,6490969.399733,1841063.076632,,2019.0
2019-01-22,1008.0,,BK,427 GARDNER ST N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6454707.35102,1851232.685516,,2019.0
2019-06-13,2041.0,,GY,13700 FOOTHILL BLVD,53.0,80.69B,NO PARKING,73.0,6431289.33407,1934954.659487,,2019.0
2019-07-08,1152.0,,WT,396 LOS ANGELES ST S,56.0,80.61,STANDNG IN ALLEY,68.0,6487100.573287,1839675.763271,,2019.0
2019-01-08,1007.0,,WT,1450 HAYWORTH AVE S,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6450272.112358999,1841051.580712,,2019.0
2019-03-20,302.0,,RD,1600 29TH ST W,55.0,80.56E4+,RED ZONE,93.0,6471357.665219001,1833115.572934,,2019.0
2019-06-14,1715.0,,WH,922 S MASSELIN,1.0,5200A,DSPLYPLATE A,25.0,99999.0,99999.0,,2019.0
2019-04-13,1934.0,,WT,327 91ST ST W,55.0,22500E,BLOCKING DRIVEWAY,68.0,6477012.289512999,1805854.010021,,2019.0
2019-03-13,1921.0,,SL,200 CHICAGO ST N,56.0,88.13B+,METER EXP.,63.0,6497107.241125,1838270.9113900005,,2019.0
2019-05-02,848.0,,SL,300 BLK HAMPTON DR,51.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0,,2019.0
2019-06-24,825.0,,WT,8400 WARING AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6448676.352049,1853655.696862,,2019.0
2019-05-10,912.0,,SL,10840 HORTENSE ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6450618.144068,1878910.299688,,2019.0
2019-01-29,1403.0,,WT,11600 DARLINGTON AV,51.0,88.13B+,METER EXP.,63.0,6421443.51054,1842736.653166,,2019.0
2019-05-14,1207.0,,BK,3154 FAIRMOUNT ST,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6502945.194216,1839780.958598,,2019.0
2019-06-04,1333.0,,WT,841 83RD ST W,55.0,22500F,PARKED ON SIDEWALK,68.0,6474339.594555,1809269.470209,,2019.0
2019-03-21,1015.0,,BK,4100 W 1ST ST,1.0,4000A1,NO EVIDENCE OF REG,50.0,6470698.091663,1849354.968947,,2019.0
2019-01-04,931.0,,GY,11983 MAYFIELD AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6419986.569385,1840289.998229,,2019.0
2019-02-12,824.0,,SL,3235 SAWTELLE BLVD,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6431680.965858,1831086.522797,,2019.0
2019-05-28,1935.0,,BK,6710 SELMA AVE,54.0,80.58L,PREFERENTIAL PARKING,68.0,6459710.176357,1858836.34849,,2019.0
2019-05-03,1053.0,,GY,745 WALL ST S,56.0,80.56E4+,RED ZONE,93.0,6486125.375315,1837438.935913,,2019.0
2019-07-29,2011.0,,BK,1122 LEMOYNE ST,56.0,80.58L,PREFERENTIAL PARKING,68.0,6482812.334228,1850103.203051,,2019.0
2019-05-20,1730.0,,WT,216 AVENUE 24,56.0,5200,DISPLAY OF PLATES,25.0,6495973.298739,1849057.796436,,2019.0
2019-08-15,1036.0,,WT,1707 BURNSIDE AVE,51.0,80.73.2,EXCEED 72HRS-ST,68.0,6453544.931755001,1838181.345403,,2019.0
2019-02-28,743.0,,GY,743 108TH ST E,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6474314.909272,1800025.825052,,2019.0
2019-04-09,130.0,,BK,530 CAHUENGA BLVD,54.0,80.58L,PREFERENTIAL PARKING,68.0,6461911.019706,1851575.390771,,2019.0
2019-04-25,1830.0,,WT,14053 VICTORY BLVD,53.0,80.61,STANDNG IN ALLEY,68.0,99999.0,99999.0,,2019.0
2019-07-21,632.0,,SL,1250 HAYWORTH AVE S,51.0,80.58L,PREFERENTIAL PARKING,68.0,6450257.046312001,1841509.64374,,2019.0
2019-01-31,807.0,,WT,4435 LINCOLN AVE,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6494917.62248822,1867299.71729916,,2019.0
2019-04-09,837.0,,BK,1516 RAVENNA AVE,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6479937.090761,1747286.139529,,2019.0
2019-03-27,1905.0,,SL,3506 SUNSET BLVD,54.0,88.13B+,METER EXP.,63.0,6478009.848162,1854704.580127,,2019.0
2019-03-08,108.0,,GY,2319 HANCOCK ST,56.0,22500E,BLOCKING DRIVEWAY,68.0,6498359.960771,1848750.058839,,2019.0
2019-07-03,849.0,,BK,1935 23RD ST W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6469350.522427,1835418.85856,,2019.0
2019-07-16,906.0,,GY,10800 TAMARACK AVE,53.0,5204A-,DISPLAY OF TABS,25.0,6432403.258518,1919890.869314,,2019.0
2019-06-03,1217.0,,GN,1081 ORANGE GROVE AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6451509.09799,1842927.274461,,2019.0
2019-03-22,1254.0,1035.0,WT,23020 DEL VALLE ST,53.0,80.69C,PARKED OVER TIME LIMIT,58.0,99999.0,99999.0,,2019.0
2019-06-24,1407.0,,WH,715 S HOBART BLVD,54.0,8069C,PKD OVER TIME LIMIT,58.0,6469184.431241999,1844141.789862,,2019.0
2019-04-19,355.0,,BK,901 MALCOLM AVE,51.0,80.58L,PREFERENTIAL PARKING,68.0,6428441.266469,1845931.405224,,2019.0
2019-02-23,1117.0,,WT,5400 YOLANDA AVE,53.0,80.69B,NO PARKING,73.0,6398128.669339,1884272.60044,,2019.0
2019-01-17,1626.0,,WT,640 HILL ST S,56.0,80.69AA+,NO STOP/STAND,93.0,6484826.360634,1839495.588378,,2019.0
2019-03-29,318.0,,RE,4901 S HOOPER AV,55.0,8056E4,RED ZONE,93.0,99999.0,99999.0,,2019.0
2019-05-22,1620.0,,WT,5921 CENTRAL AVE,55.0,80.69AA+,NO STOP/STAND,93.0,6483927.990999,1817634.758458,,2019.0
2019-02-12,838.0,,MR,601 RIDGELEY DR,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6455546.132609,1846181.863077,,2019.0
2019-05-16,826.0,,WT,701 KINGSLEY DR S,54.0,88.13B+,METER EXP.,63.0,6469868.979166999,1844249.465916,,2019.0
2019-03-21,1207.0,955.0,BK,5330 MANTON AVE,53.0,80.69C,PARKED OVER TIME LIMIT,58.0,6367645.204805001,1884213.418164,,2019.0
2019-08-12,1532.0,,BK,7852 GLADE AVE,53.0,80.73.2,EXCEED 72HRS-ST,68.0,6377805.977235,1900595.921459,,2019.0
2019-06-17,1801.0,,WT,1754 EL CERRITO PL,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457291.763805999,1860073.976136,,2019.0
2019-01-23,1119.0,,WT,1112 MANHATTAN PL,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6467726.061199,1840959.515163,,2019.0
2019-05-15,833.0,,BK,19010 ARCHWOOD ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6396185.218501001,1892726.82725,,2019.0
2019-04-16,1244.0,830.0,GY,828 MORAGA DR,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6419780.887953,1851324.205733,,2019.0
2019-01-03,648.0,,GY,1023 INDIANA CT,51.0,80.56E4+,RED ZONE,93.0,6422065.137805,1823911.660571,,2019.0
2019-02-10,154.0,,RD,8302 PACIFIC AVE,51.0,80.69B,NO PARKING,73.0,99999.0,99999.0,,2019.0
2019-05-27,2039.0,,BL,740 ST ANDREWS PL N,54.0,22500E,BLOCKING DRIVEWAY,68.0,6467388.683263,1853125.50879,,2019.0
2019-03-06,1920.0,,BK,18TH/GRIFFITH,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0,,2019.0
2019-03-04,2040.0,,WT,288 CORONADO ST S,54.0,22500E,BLOCKING DRIVEWAY,68.0,6478693.472616999,1848708.456359,,2019.0
2019-01-24,1218.0,,SL,1824 GRAMERCY PL,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6466839.694727,1837305.655331,,2019.0
2019-06-05,1010.0,,GY,1255 COMMONWEALTH AVE N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6475209.532609,1856981.864801,,2019.0
2019-01-14,821.0,,WT,5609 SUNSET BLVD,54.0,22514,FIRE HYDRANT,68.0,6467325.281186,1858224.471662,,2019.0
2019-08-20,1105.0,,BK,15100 VENTURA BL W,53.0,88.13B+,METER EXP.,63.0,6422002.30311,1878403.596843,,2019.0
2019-03-22,1043.0,,BK,10508 SANTA MONICA BLVD W,51.0,88.13B+,METER EXP.,63.0,99999.0,99999.0,,2019.0
2019-02-28,1341.0,,BK,545 ISABEL ST,56.0,5200,DISPLAY OF PLATES,25.0,6495147.733169001,1855112.095602,,2019.0
2019-04-21,1155.0,,BL,13550 HERRON ST,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0,,2019.0
2019-01-31,1443.0,,SL,801 MAPLE AVE S,56.0,88.13B+,METER EXP.,63.0,6485579.073566,1837339.331408,,2019.0
2019-04-15,921.0,,BK,12055 VENTURA PL,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6442029.765036,1875351.649438,,2019.0
2019-02-01,1005.0,,GY,2701 ROBERTSON BL S,51.0,88.13B+,METER EXP.,63.0,6443937.02653,1836271.998775,,2019.0
2019-02-27,2120.0,,SL,534 WESTMORELAND AVE S,54.0,22500E,BLOCKING DRIVEWAY,68.0,6474308.438438,1846040.901438,,2019.0
2019-07-16,1326.0,1205.0,TN,A/F 8920 TAPUCI PL,55.0,80.69C,PARKED OVER TIME LIMIT,58.0,99999.0,99999.0,,2019.0
2019-05-14,241.0,,OT,2325 20TH ST W,51.0,80.56E4+,RED ZONE,93.0,6466043.027329,1836712.309531,,2019.0
2019-10-26,1744.0,,RD,1653 108TH ST E,55.0,80.56E4+,RED ZONE,93.0,6487665.161028,1799855.007945,55 - DOT - SOUTHERN,2019.0
2019-05-27,2119.0,,WT,530 MARIPOSA AVE N,54.0,80.69B,NO PARKING,73.0,6471048.972297,1846111.1669,,2019.0
2019-01-31,437.0,,WT,714 VETERAN AVE,51.0,5204A-,DISPLAY OF TABS,25.0,6424496.829038,1845893.081023,,2019.0
2019-08-20,938.0,,GN,730 HELIOTROPE DR,54.0,88.13B+,METER EXP.,63.0,6472357.605788,1853179.355896,,2019.0
2019-05-23,918.0,,RD,300 WASHINGTON BL W,51.0,88.13B+,METER EXP.,63.0,6420848.774122,1815578.039808,,2019.0
2019-07-20,105.0,,WT,3920 VIA MARISOL,56.0,5204A-,DISPLAY OF TABS,25.0,6504372.301246,1856464.974214,,2019.0
2019-03-01,44.0,,SL,1535 LAS PALMAS AVE,54.0,80.58L,PREFERENTIAL PARKING,68.0,6459850.350586,1858425.888651,,2019.0
2019-05-16,439.0,,SL,9750 AIRPORT BLVD,51.0,80.56E4+,RED ZONE,93.0,6444608.976483,1803590.837207,,2019.0
2019-04-05,1036.0,,BK,209 LARCHMONT BLVD N,54.0,88.63B+,OFF STR/OVERTIME/MTR,58.0,6463689.858544,1848358.544844,,2019.0
2019-01-27,1905.0,,RD,2041 CORINTH AVE,51.0,80.58L,PREFERENTIAL PARKING,68.0,6427116.420643,1837176.712472,,2019.0
2019-01-16,934.0,,WT,1400 OLYMPIC BLVD W,56.0,80.69AP+,NO STOP/STANDING,93.0,6479533.8285,1839889.381917,,2019.0
2019-07-15,1741.0,,SL,704 43RD ST W,55.0,80.56E4+,RED ZONE,93.0,6475057.888095,1824467.357606,,2019.0
2019-05-15,1020.0,,GY,300 2ND ST W,56.0,5200,DISPLAY OF PLATES,25.0,6486945.409748,1841541.415383,,2019.0
2019-06-23,254.0,,BL,8426 KESTER AVE,53.0,22500E,BLOCKING DRIVEWAY,68.0,6423377.433124,1904138.705232,,2019.0
2019-01-25,1209.0,,BG,1760 KENMORE AVE N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6471679.677188,1859949.92587,,2019.0
2019-03-01,1007.0,,BK,8438 ORION AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-02-23,1200.0,,BK,401 LA BREA AV N,54.0,88.13B+,METER EXP.,63.0,6457477.562982,1846901.578266,,2019.0
2019-02-15,238.0,,WT,17800 SUPERIOR ST,53.0,80.69B,NO PARKING,73.0,6404031.453475,1912589.248132,,2019.0
2019-04-24,356.0,,SL,1815 BELLEVUE AVE,56.0,22500F,PARKED ON SIDEWALK,68.0,6481761.871115,1848594.490216,,2019.0
2019-02-27,1042.0,,GN,232 SERRANO AVE S,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6468782.401142,1849965.956365,,2019.0
2019-01-13,1845.0,,SL,903 E ST W,55.0,80.56E4+,RED ZONE,93.0,6478841.509912,1740631.595007,,2019.0
2019-06-27,1545.0,,OR,1251 AVENUE 51 N,56.0,80.69.2,COMM VEH OVER TIME LIMIT,133.0,6499618.927076,1866183.0675,,2019.0
2019-01-04,1053.0,,BK,1500 ALCAZAR ST,56.0,88.13B+,METER EXP.,63.0,6499357.2160910005,1845526.433335,,2019.0
2019-01-30,2044.0,,WT,1800 LAS PALMAS AVE N,54.0,80.58L,PREFERENTIAL PARKING,68.0,6459906.40305,1860454.87873,,2019.0
2019-03-26,2029.0,,WT,9392 WOODMAN AVE,53.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0,,2019.0
2019-09-05,711.0,,WT,11720 TEXAS AVE,51.0,80.69A+,STOP/STAND PROHIBIT,93.0,6422503.549307,1839781.221104,,2019.0
2019-10-03,1210.0,,WH,OLIVE ST/S/O 5TH ST,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0,WESTERN,2019.0
2019-04-26,408.0,,GO,1930 MARENGO ST,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6498609.691238,1843177.219909,,2019.0
2019-02-20,1221.0,,BK,5300 ROSEWOOD AVE W,54.0,5204A-,DISPLAY OF TABS,25.0,6463660.906003,1851271.387371,,2019.0
2019-06-12,630.0,,WT,3825 KEYSTONE AVE,51.0,80.54H1,OVNIGHT PRK W/OUT PE,68.0,6438782.669385,1829446.487783,,2019.0
2019-03-04,1105.0,,BL,1310 5TH ST,56.0,80.56E1,WHITE ZONE,58.0,6482310.226166001,1842552.682804,,2019.0
2019-04-15,1106.0,,SL,15215 RAYEN ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6421475.863664,1907089.622853,,2019.0
2019-02-20,1022.0,,GY,17531 COLLINS ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6405962.882014,1886042.092151,,2019.0
2019-08-19,1353.0,,BK,14300 LIGGETT ST,53.0,80.73.2,EXCEED 72HRS-ST,68.0,6427136.071819,1909990.326044,,2019.0
2019-05-28,1329.0,,BL,1630 CHEROKEE AV,54.0,88.13B+,METER EXP.,63.0,6460240.9713,1859274.443457,,2019.0
2019-06-28,309.0,,RD,11200 BORDEN AVE,53.0,80.56E4+,RED ZONE,93.0,6439236.48498,1922015.875345,,2019.0
2019-02-14,1251.0,,BK,5534 RIVERTON AVE,53.0,5204A-,DISPLAY OF TABS,25.0,6451089.974672,1884732.706258,,2019.0
2019-06-14,1022.0,,SL,5107 HAROLD WAY,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470655.953265,1858678.24459,,2019.0
2019-09-16,1045.0,,BL,3966 102ND ST E,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
